运动户外>健身训练>美腰机/挺腰器,1318>1463>s8151,运动/瑜伽/健身/球迷用品>踏步机/中小型健身器材>美腰机/挺腰器,50010728>50038418>50038433
礼品箱包>奢侈品>高档化妆品,1672>2615>11937,化妆品导购条>蜜粉/散粉导购条>高端,50708001>51218026>51230034
礼品箱包>奢侈品>高档化妆品,1672>2615>11937,化妆品导购条>乳液导航条>国际知名品牌,50708001>51126018>51128015
礼品箱包>奢侈品>高档化妆品,1672>2615>11937,化妆品导购条>洁面导航条>国际高端品牌,50708001>51152009>51162009
运动户外>运动服饰>运动牛仔裤,1318>12102>s5028,天猫国际>运动服>运动牛仔裤,52792006>55868025>55872035
宠物生活>医疗保健>口/耳/眼清洁,6994>6997>11983,宠物/宠物食品及用品>猫/狗清洁用品>眼部清洁,29>50071276>50071281
宠物生活>医疗保健>口/耳/眼清洁,6994>6997>11983,宠物/宠物食品及用品>猫/狗清洁用品>口腔清洁,29>50071276>50071283
厨具>烹饪锅具>压力锅,6196>6197>6201,厨房/餐饮用具>烹饪锅具>压力锅/高压锅,50036640>50026017>50027314
服饰内衣>女装>半身裙,1315>1343>9720,天猫国际>女装>半身裙,52792006>55898015>55842012
服饰内衣>女装>半身裙,1315>1343>9720,品牌女装>半身裙>牛仔半身裙,50025135>50025258>52818012
服饰内衣>女装>半身裙,1315>1343>9720,品牌女装>半身裙>开叉半身裙,50025135>50025258>52824013
服饰内衣>女装>半身裙,1315>1343>9720,品牌女装>半身裙>必备半身裙,50025135>50025258>55836005
服饰内衣>女装>半身裙,1315>1343>9720,品牌女装>半身裙>格子半身裙,50025135>50025258>52824012
服饰内衣>女装>半身裙,1315>1343>9720,品牌女装>半身裙>沙滩半身裙,50025135>50025258>52814014
服饰内衣>女装>半身裙,1315>1343>9720,品牌女装>半身裙>包臀半身裙,50025135>50025258>52268009
服饰内衣>女装>半身裙,1315>1343>9720,品牌女装>半身裙>棉麻半身裙,50025135>50025258>52336005
服饰内衣>女装>半身裙,1315>1343>9720,品牌女装>半身裙>碎花半身裙,50025135>50025258>52820010
服饰内衣>女装>半身裙,1315>1343>9720,品牌女装>半身裙>大裙摆半身裙,50025135>50025258>52820012
服饰内衣>女装>半身裙,1315>1343>9720,品牌女装>半身裙>荷叶边半身裙,50025135>50025258>52826016
服饰内衣>女装>半身裙,1315>1343>9720,品牌女装>半身裙>半身短裙,50025135>50025258>52330008
服饰内衣>女装>半身裙,1315>1343>9720,品牌女装>半身裙>半身长裙,50025135>50025258>52296012
服饰内衣>女装>半身裙,1315>1343>9720,品牌女装>半身裙>半身中裙,50025135>50025258>52312008
服饰内衣>女装>半身裙,1315>1343>9720,品牌女装>半身裙>半身超短裙,50025135>50025258>52832012
服饰内衣>女装>半身裙,1315>1343>9720,品牌女装>半身裙>蓬蓬裙,50025135>50025258>52270008
服饰内衣>女装>半身裙,1315>1343>9720,品牌女装>2016当季新品>半身裙,50025135>51260020>51250014
服饰内衣>女装>半身裙,1315>1343>9720,品牌女装>半身裙>商场同款,50025135>50025258>52806013
服饰内衣>女装>半身裙,1315>1343>9720,品牌女装>半身裙>裙裤,50025135>50025258>52808014
服饰内衣>女装>半身裙,1315>1343>9720,品牌女装>半身裙>百褶裙,50025135>50025258>52260010
服饰内衣>女装>半身裙,1315>1343>9720,品牌女装>半身裙>一步裙,50025135>50025258>52308006
服饰内衣>女装>半身裙,1315>1343>9720,品牌女装>半身裙>A字裙,50025135>50025258>52830018
服饰内衣>女装>半身裙,1315>1343>9720,品牌女装>半身裙>2016新品,50025135>50025258>52280006
服饰内衣>女装>半身裙,1315>1343>9720,孕妇装/孕产妇用品/营养>孕妇连衣裙/半身裙>半身裙,50067081>50002664>50074077
服饰内衣>女装>半身裙,1315>1343>9720,导航平台>女士服饰>半身裙,50041194>52502003>52590002
服饰内衣>女装>半身裙,1315>1343>9720,导航平台>中老年女士服饰>半身裙,50041194>52062001>52490012
服饰内衣>女装>半身裙,1315>1343>9720,品牌女装>设计师原创品牌>原创半身裙,50025135>53330001>53380002
服饰内衣>女装>半身裙,1315>1343>9720,品牌女装>商场同款>专柜半身裙,50025135>53596001>54788003
家具>客厅家具>沙发床,9847>9849>9871,住宅家具>床类>沙发床,50008164>50033826>50094848
母婴>寝居服饰>婴儿礼盒,1319>6313>11235,孕妇装/孕产妇用品/营养>新生儿服装>新生儿礼盒,50067081>50098179>50098180
美妆个护>面部护肤>洁面,1316>1381>1389,孕妇装/孕妈用品专区>面部护理>洁面,50029253>50340010>50034748
美妆个护>面部护肤>洁面,1316>1381>1389,天猫超市>护肤彩妆>洁面,50514008>50520006>50498006
美妆个护>面部护肤>洁面,1316>1381>1389,导航平台>国货精品/开架化妆品>洁面,50041194>50018121>50019526
美妆个护>面部护肤>洁面,1316>1381>1389,美容护肤/美体/精油>男士护理>男士洁面,1801>50011988>50076500
食品饮料>粮油调味>面,1320>1584>13789,粮油调味>米/面/杂粮>面粉/食用粉,54986001>50100167>50072102
家用电器>个护健康>按摩椅,737>1276>1291,导航平台>中老年特需保健>按摩椅,50041194>52068001>52516014
家用电器>个护健康>按摩椅,737>1276>1291,导航平台>特需保健>按摩椅,50041194>52496004>52550004
家用电器>个护健康>按摩椅,737>1276>1291,导航平台>中老年数码家电>按摩椅,50041194>51852008>52482016
家用电器>个护健康>按摩椅,737>1276>1291,导航平台>数码家电>按摩椅,50041194>52512006>52516008
家用电器>个护健康>按摩椅,737>1276>1291,导航平台>特需保健>按摩椅垫,50041194>52496004>52520010
家用电器>个护健康>按摩椅,737>1276>1291,导航平台>中老年特需保健>按摩椅垫,50041194>52068001>52594007
运动户外>运动鞋包>篮球鞋,1318>12099>9757,运动鞋>篮球鞋>男子篮球鞋,50020909>50023744>50043676
运动户外>运动鞋包>篮球鞋,1318>12099>9757,运动鞋>篮球鞋>低帮篮球鞋,50020909>50023744>51182007
运动户外>运动鞋包>篮球鞋,1318>12099>9757,运动鞋>篮球鞋>中帮篮球鞋,50020909>50023744>51182008
运动户外>运动鞋包>篮球鞋,1318>12099>9757,运动鞋>篮球鞋>高帮篮球鞋,50020909>50023744>51186005
运动户外>运动鞋包>篮球鞋,1318>12099>9757,运动鞋>篮球鞋>女子篮球鞋,50020909>50023744>50043677
运动户外>运动鞋包>篮球鞋,1318>12099>9757,运动鞋>篮球鞋>Decathlon/迪卡侬,50020909>50023744>56266006
运动户外>运动鞋包>篮球鞋,1318>12099>9757,运动鞋>商场同款>篮球鞋,50020909>53636006>53620008
运动户外>运动鞋包>篮球鞋,1318>12099>9757,运动用品/瑜伽/球类/健身>篮球运动>篮球鞋,50043669>50020950>55612002
运动户外>运动鞋包>篮球鞋,1318>12099>9757,运动/瑜伽/健身/球迷用品>篮球/NBA>篮球鞋/运动鞋,50010728>50029563>50029587
厨具>餐具>其他餐具,6196>6227>s3379,餐饮具>餐具>其他,55086007>55810001>55860001
美妆个护>面部护肤>其他面部护肤,1316>1381>s6365,天猫超市>护肤彩妆>面部护肤,50514008>50520006>56430034
礼品箱包>潮流女包>菱格链条包,1672>2575>1000033,品牌箱包>时尚女包>菱格链条包,51052003>53690009>53690010
数码>数码配件>闪光灯/手柄,652>829>836,3C数码配件>相机配件/摄影器材>闪光灯,50024407>50024438>55356010
数码>数码配件>闪光灯/手柄,652>829>836,3C数码配件市场>单反/单电相机配件>闪光灯,50008090>50470004>50076935
数码>数码配件>闪光灯/手柄,652>829>836,3C数码配件>相机配件/摄影器材>单反手柄,50024407>50024438>50098691
食品饮料>饮料冲调>牛奶乳品,1320>1585>9434,天猫超市>奶制品>酸奶,50514008>50498005>50502052
运动户外>体育用品,1318>1466,天猫超市>体育用品/文具耗材>体育用品/桌游/棋牌,50514008>50514011>56774016
家具>办公家具>办公沙发,9847>9854>12529,商业/办公家具>办公家具>会客沙发/茶几,50066661>211503>50034648
家具>办公家具>办公沙发,9847>9854>12529,住宅家具/办公家具>办公家具>会客沙发/茶几,50030787>50030794>50036183
家具>办公家具>办公沙发,9847>9854>12529,商业/办公家具>桑拿/足浴/健身家具>足浴/桑拿沙发,50066661>50066672>50066852
家具>办公家具>办公沙发,9847>9854>12529,住宅家具/办公家具>书房>休闲沙发,50030787>50096406>50096410
美妆个护>清洁用品>清洁工具,1316>1625>1667,清洁工具/收纳整理>个人清洁>身体清洁工具,50051688>56450019>56422010
美妆个护>清洁用品>清洁工具,1316>1625>1667,天猫国际>家装家居>清洁工具,52792006>56422036>56416033
美妆个护>清洁用品>清洁工具,1316>1625>1667,清洁工具/收纳整理>家务清洁>地面/桌面清洁,50051688>56458014>56460013
美妆个护>清洁用品>清洁工具,1316>1625>1667,清洁工具/收纳整理>个人清洁>洗漱工具,50051688>56450019>56464017
美妆个护>清洁用品>清洁工具,1316>1625>1667,天猫超市>清洁剂/清洁工具>客厅/厨卫清洁用具,50514008>50518004>50496012
美妆个护>清洁用品>清洁工具,1316>1625>1667,清洁工具/收纳整理>个人清洁>足浴/沐浴,50051688>56450019>56460012
美妆个护>清洁用品>清洁工具,1316>1625>1667,清洁工具/收纳整理>家务清洁>衣物洗晒,50051688>56458014>56424008
美妆个护>清洁用品>清洁工具,1316>1625>1667,天猫超市>清洁剂/清洁工具>鞋用品,50514008>50518004>50530003
美妆个护>清洁用品>清洁工具,1316>1625>1667,天猫超市>清洁剂/清洁工具>客厅/厨卫清洁剂,50514008>50518004>50508013
美妆个护>清洁用品>清洁工具,1316>1625>1667,家庭清洁/个人洗护用具>剃须刀/剃须啫喱>剃须清洁刷,50072436>51058003>50103219
美妆个护>清洁用品>清洁工具,1316>1625>1667,家庭清洁/个人洗护用具>水桶/脸盆>水桶,50072436>51088001>50072510
美妆个护>清洁用品>清洁工具,1316>1625>1667,天猫国际>个人洗护清洁>洗涤清洁,52792006>56454035>56834002
美妆个护>清洁用品>清洁工具,1316>1625>1667,天猫超市>清洁剂/清洁工具>家私/皮具护理品,50514008>50518004>50512011
美妆个护>清洁用品>清洁工具,1316>1625>1667,天猫超市>居家日用/收纳/洗晒工具>个人清洁用具,50514008>50512009>50518017
美妆个护>清洁用品>清洁工具,1316>1625>1667,天猫国际>个人护理>清洁美容工具,52792006>55914002>55990001
美妆个护>清洁用品>清洁工具,1316>1625>1667,家庭清洁/个人洗护用具>除尘工具>除尘掸/纸,50072436>51080001>50072536
礼品箱包>精品男包>证件包,1672>2576>13763,天猫国际>箱包>证件包,52792006>55882016>55808032
礼品箱包>精品男包>证件包,1672>2576>13763,出口优品>收纳/整理用具>卡包/证件包,55876031>55854036>55946001
医药保健>营养成分>其他,9192>9194>s6718,天猫国际>保健品功效>运动营养,52792006>56252006>56248009
宠物生活>宠物零食>小宠零食,6994>6996>11982,宠物/宠物食品及用品>仓鼠类及其它小宠>宠物貂,29>50033307>50071356
宠物生活>宠物零食>小宠零食,6994>6996>11982,宠物食品及用品>鼠类及小宠>饲料/零食,50034368>50043541>50043542
宠物生活>宠物零食>小宠零食,6994>6996>11982,宠物/宠物食品及用品>兔类及其用品>兔兔零食,29>50033306>50071711
宠物生活>宠物零食>小宠零食,6994>6996>11982,宠物/宠物食品及用品>仓鼠类及其它小宠>饲料/零食,29>50033307>50033704
医药保健>保健器械>体重秤,9192>9197>12589,居家日用>包邮专区>体重秤,21>50046743>50046572
厨具>烹饪锅具>奶锅,6196>6197>6204,厨房/餐饮用具>烹饪锅具>奶锅,50036640>50026017>50027318
家居家纺>生活日用>缝纫/针织用品,1620>1624>1658,居家日用>家中必备工具>缝纫机/绣花机,21>56444013>50103145
家居家纺>生活日用>缝纫/针织用品,1620>1624>1658,导航平台>床品/靠垫/毛巾/拖鞋/布艺>拉链,50041194>50045025>50049471
美妆个护>身体护理>香薰精油,1316>1383>5163,洗护清洁剂/卫生巾/纸/香薰>香薰用品>香薰灯炉,50035458>50052103>50051780
美妆个护>身体护理>香薰精油,1316>1383>5163,洗护清洁剂/卫生巾/纸/香薰>香薰用品>香熏精油,50035458>50052103>216502
美妆个护>身体护理>香薰精油,1316>1383>5163,洗护清洁剂/卫生巾/纸/香薰>香薰用品>香熏精油皂,50035458>50052103>50074098
美妆个护>身体护理>香薰精油,1316>1383>5163,洗护清洁剂/卫生巾/纸/香薰>香薰用品>香薰香料,50035458>50052103>50051779
美妆个护>身体护理>香薰精油,1316>1383>5163,洗护清洁剂/卫生巾/纸/香薰>香薰用品>香熏蜡烛,50035458>50052103>50074099
美妆个护>身体护理>香薰精油,1316>1383>5163,美容护肤/美体/精油>精油芳疗>熏香工具/DIY用具,1801>50011992>50012005
美妆个护>身体护理>香薰精油,1316>1383>5163,美容护肤/美体/精油>精油芳疗>纯露/花水,1801>50011992>50029174
美妆个护>身体护理>香薰精油,1316>1383>5163,家用清洁剂/纸品>香薰/檀香/蜡烛>香熏精油,50072285>50072429>50072430
美妆个护>身体护理>香薰精油,1316>1383>5163,家用清洁剂/纸品>香薰/檀香/蜡烛>香熏/精油皂,50072285>50072429>50072433
食品饮料>粮油调味>杂粮,1320>1584>13790,粮油调味>米/面/杂粮>杂粮礼盒,54986001>50100167>50108607
食品饮料>粮油调味>杂粮,1320>1584>13790,粮油调味>米/面/杂粮>豆类,54986001>50100167>50072128
食品饮料>粮油调味>杂粮,1320>1584>13790,粮油调味>米/面/杂粮>玉米粒/玉米面,54986001>50100167>50072127
食品饮料>粮油调味>杂粮,1320>1584>13790,粮油调味>米/面/杂粮>薏米/薏米仁,54986001>50100167>50072120
食品饮料>粮油调味>杂粮,1320>1584>13790,粮油调味>米/面/杂粮>糙米,54986001>50100167>50072125
食品饮料>粮油调味>杂粮,1320>1584>13790,粮油调味>米/面/杂粮>小米,54986001>50100167>50072126
食品饮料>粮油调味>杂粮,1320>1584>13790,粮油调味>米/面/杂粮>泰国香米,54986001>50100167>50072121
食品饮料>粮油调味>杂粮,1320>1584>13790,粮油调味>米/面/杂粮>黑米,54986001>50100167>50072122
食品饮料>粮油调味>杂粮,1320>1584>13790,粮油调味>米/面/杂粮>糯米,54986001>50100167>50072123
食品饮料>粮油调味>杂粮,1320>1584>13790,粮油调味>米/面/杂粮>大米,54986001>50100167>50072119
食品饮料>粮油调味>杂粮,1320>1584>13790,天猫超市>粮油/米面/速食>健康杂粮,50514008>50514009>50518020
食品饮料>粮油调味>杂粮,1320>1584>13790,天猫国际>粮油米面/南北干货/调味品>米/面粉/杂粮,52792006>56330004>56290022
食品饮料>粮油调味>杂粮,1320>1584>13790,粮油米面/土特产/调味品>油/米/面粉/杂粮>豆类,50035978>50009837>50009840
食品饮料>粮油调味>杂粮,1320>1584>13790,粮油米面/土特产/调味品>油/米/面粉/杂粮>其它粮食,50035978>50009837>50009843
母婴>喂养用品>吸奶器,1319>1526>1550,孕妇装/孕产妇用品/营养>吸奶器/母乳储存保鲜>吸奶器,50067081>50098110>50006015
母婴>喂养用品>吸奶器,1319>1526>1550,天猫国际>宝宝用品>消毒/吸奶器/小家电,52792006>56554043>56116005
母婴>喂养用品>吸奶器,1319>1526>1550,孕妇装/孕产妇用品/营养>催发奶产品>催发奶产品,50067081>50074119>50105359
食品饮料>饮料冲调>饮料,1320>1585>1602,茶/咖啡/冲饮/饮料>饮料>果味饮料,50103280>50103283>50103319
食品饮料>饮料冲调>饮料,1320>1585>1602,茶/咖啡/冲饮/饮料>饮料>功能饮料,50103280>50103283>50103314
食品饮料>饮料冲调>饮料,1320>1585>1602,茶/咖啡/冲饮/饮料>饮料>碳酸饮料,50103280>50103283>50103322
食品饮料>饮料冲调>饮料,1320>1585>1602,茶/咖啡/冲饮/饮料>饮料>茶类饮料,50103280>50103283>50103320
食品饮料>饮料冲调>饮料,1320>1585>1602,茶/咖啡/冲饮/饮料>饮料>其它饮料,50103280>50103283>50103323
